student_id,skills,domain,age,govt_project,freelancer,project_impact,is_fresher,github,state,rural,female,profile_text
S00321,"spring, machine learning",Finance,28,0,0,0.2333574111544766,1,https://github.com/user_321,Uttar Pradesh,1,0,"spring, machine learning Finance project_impact:0.2333574111544766"
S00322,"tableau, finance",Frontend Design,25,0,0,0.21646518779093515,1,,Tamil Nadu,0,0,"tableau, finance Frontend Design project_impact:0.21646518779093515"
S00323,"nodejs, react, docker, aws, deep learning",Finance,19,1,0,0.3027666546388716,1,,Maharashtra,0,1,"nodejs, react, docker, aws, deep learning Finance project_impact:0.3027666546388716"
S00324,"powerbi, nodejs",Marketing,22,0,1,0.418527039919777,1,,Maharashtra,0,0,"powerbi, nodejs Marketing project_impact:0.418527039919777"
S00325,"android, ux, computer vision",Backend Development,19,0,0,0.30630761693452413,0,https://github.com/user_325,Telangana,0,0,"android, ux, computer vision Backend Development project_impact:0.30630761693452413"
S00326,"css, powerbi, react, ux",Mobile,23,0,0,0.3790417874269692,1,https://github.com/user_326,Karnataka,0,1,"css, powerbi, react, ux Mobile project_impact:0.3790417874269692"
S00327,"gcp, nodejs, c++, react, css",Backend Development,20,0,0,0.4607747108208155,1,,Rajasthan,1,1,"gcp, nodejs, c++, react, css Backend Development project_impact:0.4607747108208155"
S00328,"deep learning, kubernetes, react",Data Science,25,1,0,0.6053059117834702,1,https://github.com/user_328,Telangana,0,0,"deep learning, kubernetes, react Data Science project_impact:0.6053059117834702"
S00329,"sales, kubernetes",Product,20,0,0,0.5327057735975531,1,,Rajasthan,0,1,"sales, kubernetes Product project_impact:0.5327057735975531"
S00330,"figma, marketing, graphql, tableau, matlab",Mobile,27,0,0,0.36805878729673275,0,,Rajasthan,1,1,"figma, marketing, graphql, tableau, matlab Mobile project_impact:0.36805878729673275"
S00331,"business analysis, sql, aws, powerbi, python",DevOps,19,1,1,0.5648213592847782,1,,Punjab,1,0,"business analysis, sql, aws, powerbi, python DevOps project_impact:0.5648213592847782"
S00332,"figma, c++, fastapi",Frontend Design,24,0,1,0.10635894361706151,1,,Punjab,1,0,"figma, c++, fastapi Frontend Design project_impact:0.10635894361706151"
S00333,"flask, java, ux, nodejs, html",Frontend Design,24,0,0,0.5537306458782838,0,https://github.com/user_333,Rajasthan,0,0,"flask, java, ux, nodejs, html Frontend Design project_impact:0.5537306458782838"
S00334,"computer vision, powerbi, marketing",Mobile,21,0,0,0.35464325002334307,1,,Karnataka,1,1,"computer vision, powerbi, marketing Mobile project_impact:0.35464325002334307"
S00335,"c++, machine learning, deep learning, figma",Marketing,26,1,0,0.4131100535077138,0,,Punjab,0,1,"c++, machine learning, deep learning, figma Marketing project_impact:0.4131100535077138"
S00336,"ux, tableau, fastapi",Mobile,26,0,0,0.2583838048098944,0,,Karnataka,0,1,"ux, tableau, fastapi Mobile project_impact:0.2583838048098944"
S00337,"deep learning, java, sales, nodejs, excel",Data Science,26,0,1,0.33930510807449804,1,,Maharashtra,0,0,"deep learning, java, sales, nodejs, excel Data Science project_impact:0.33930510807449804"
S00338,"nlp, python, computer vision, spring",Marketing,22,0,0,0.05082986826053233,0,,West Bengal,0,0,"nlp, python, computer vision, spring Marketing project_impact:0.05082986826053233"
S00339,"android, flask",Backend Development,30,0,1,0.40967495701356255,1,https://github.com/user_339,Kerala,0,0,"android, flask Backend Development project_impact:0.40967495701356255"
S00340,"python, kubernetes",Marketing,25,0,1,0.498249860761504,0,https://github.com/user_340,Telangana,1,0,"python, kubernetes Marketing project_impact:0.498249860761504"
S00341,"react, excel, sales, aws, tableau",Frontend Design,22,0,0,0.6311225570592185,1,,Telangana,0,0,"react, excel, sales, aws, tableau Frontend Design project_impact:0.6311225570592185"
S00342,"python, android, ios",Backend Development,28,0,0,0.27708894571418097,1,,Rajasthan,1,0,"python, android, ios Backend Development project_impact:0.27708894571418097"
S00343,"aws, sales, ios, machine learning",Product,21,0,1,0.26532720946290206,0,https://github.com/user_343,Uttar Pradesh,1,0,"aws, sales, ios, machine learning Product project_impact:0.26532720946290206"
S00344,"fastapi, react, nlp",DevOps,21,0,0,0.057144042762815726,1,,Gujarat,0,0,"fastapi, react, nlp DevOps project_impact:0.057144042762815726"
S00345,"c++, sql, html",DevOps,20,0,0,0.7324062616256644,1,https://github.com/user_345,Telangana,1,0,"c++, sql, html DevOps project_impact:0.7324062616256644"
S00346,"graphql, matlab",Mobile,18,0,0,0.1832849063949426,0,https://github.com/user_346,West Bengal,0,0,"graphql, matlab Mobile project_impact:0.1832849063949426"
S00347,"powerbi, marketing",Product,30,0,1,0.4963514509792189,1,,Karnataka,0,1,"powerbi, marketing Product project_impact:0.4963514509792189"
S00348,"excel, marketing",Frontend Design,21,0,0,0.4788349737610069,1,,Kerala,0,0,"excel, marketing Frontend Design project_impact:0.4788349737610069"
S00349,"c++, android, spring, graphql, marketing",Product,31,0,0,0.2795605491882355,0,,Punjab,0,0,"c++, android, spring, graphql, marketing Product project_impact:0.2795605491882355"
S00350,"react, business analysis, nodejs, tableau",Marketing,28,0,0,0.22185334182235258,1,,Punjab,0,0,"react, business analysis, nodejs, tableau Marketing project_impact:0.22185334182235258"
S00351,"android, machine learning, c++, flask, nlp",Backend Development,30,0,0,0.2441039195389182,1,https://github.com/user_351,Maharashtra,0,0,"android, machine learning, c++, flask, nlp Backend Development project_impact:0.2441039195389182"
S00352,"r, excel, docker",DevOps,24,0,0,0.27518558389003317,1,,Telangana,1,0,"r, excel, docker DevOps project_impact:0.27518558389003317"
S00353,"powerbi, kubernetes, tableau, excel, java",Marketing,26,1,0,0.18725073572894194,1,,Karnataka,0,0,"powerbi, kubernetes, tableau, excel, java Marketing project_impact:0.18725073572894194"
S00354,"machine learning, matlab",Marketing,21,0,0,0.3309168028919065,1,,West Bengal,1,0,"machine learning, matlab Marketing project_impact:0.3309168028919065"
S00355,"react, finance",Marketing,26,0,0,0.24954961309361218,1,,Punjab,0,0,"react, finance Marketing project_impact:0.24954961309361218"
S00356,"flask, deep learning, powerbi",DevOps,20,0,1,0.6193350051394472,1,https://github.com/user_356,Gujarat,1,0,"flask, deep learning, powerbi DevOps project_impact:0.6193350051394472"
S00357,"aws, react, c++, excel",Data Science,24,0,0,0.14046790687138522,1,https://github.com/user_357,West Bengal,0,0,"aws, react, c++, excel Data Science project_impact:0.14046790687138522"
S00358,"docker, ios, business analysis, kubernetes, gcp",Mobile,29,0,1,0.6722712470040286,1,,Karnataka,0,0,"docker, ios, business analysis, kubernetes, gcp Mobile project_impact:0.6722712470040286"
S00359,"gcp, computer vision, nodejs",Data Science,30,0,1,0.4043476196341653,1,,Telangana,1,1,"gcp, computer vision, nodejs Data Science project_impact:0.4043476196341653"
S00360,"powerbi, excel, sales",Backend Development,26,0,0,0.4395340548892924,1,,Rajasthan,0,0,"powerbi, excel, sales Backend Development project_impact:0.4395340548892924"
S00361,"marketing, finance",Backend Development,18,1,0,0.31320346977426766,1,https://github.com/user_361,West Bengal,0,0,"marketing, finance Backend Development project_impact:0.31320346977426766"
S00362,"aws, ux, docker, computer vision, c++",DevOps,21,0,1,0.2404131939497187,1,,Punjab,0,0,"aws, ux, docker, computer vision, c++ DevOps project_impact:0.2404131939497187"
S00363,"finance, kubernetes, nlp",Finance,23,1,0,0.18550189860137514,1,,Maharashtra,0,0,"finance, kubernetes, nlp Finance project_impact:0.18550189860137514"
S00364,"figma, computer vision, finance, html, spring",Data Science,27,0,0,0.1475959250391239,1,https://github.com/user_364,Maharashtra,1,0,"figma, computer vision, finance, html, spring Data Science project_impact:0.1475959250391239"
S00365,"computer vision, excel, css",Finance,25,0,0,0.3322361961941985,1,,Telangana,1,0,"computer vision, excel, css Finance project_impact:0.3322361961941985"
S00366,"html, deep learning, r",Data Science,23,0,0,0.28231834205576506,0,https://github.com/user_366,Tamil Nadu,0,0,"html, deep learning, r Data Science project_impact:0.28231834205576506"
S00367,"tableau, deep learning",Marketing,24,0,0,0.10901459573787117,0,https://github.com/user_367,Punjab,0,1,"tableau, deep learning Marketing project_impact:0.10901459573787117"
S00368,"ios, fastapi",Product,31,0,0,0.18479909358308372,1,https://github.com/user_368,Rajasthan,0,1,"ios, fastapi Product project_impact:0.18479909358308372"
S00369,"figma, nodejs, marketing",Data Science,25,0,0,0.8291111804849325,1,,Uttar Pradesh,0,0,"figma, nodejs, marketing Data Science project_impact:0.8291111804849325"
S00370,"html, kubernetes, react, excel",Backend Development,31,1,1,0.15981347750988387,0,,Punjab,0,1,"html, kubernetes, react, excel Backend Development project_impact:0.15981347750988387"
S00371,"python, figma, android, marketing, machine learning",Marketing,29,1,1,0.05208774475335056,1,https://github.com/user_371,Maharashtra,1,1,"python, figma, android, marketing, machine learning Marketing project_impact:0.05208774475335056"
S00372,"html, ux, r, ios",Frontend Design,19,0,0,0.2860428542929167,1,https://github.com/user_372,Tamil Nadu,1,1,"html, ux, r, ios Frontend Design project_impact:0.2860428542929167"
S00373,"flask, css, spring, aws, machine learning",DevOps,27,1,0,0.17946460158139926,1,https://github.com/user_373,Punjab,0,1,"flask, css, spring, aws, machine learning DevOps project_impact:0.17946460158139926"
S00374,"figma, sql, html, powerbi, python",Frontend Design,28,1,0,0.24676458230839127,0,,Kerala,0,1,"figma, sql, html, powerbi, python Frontend Design project_impact:0.24676458230839127"
S00375,"ux, android, html, spring",Backend Development,29,0,1,0.39938137958841874,1,https://github.com/user_375,Tamil Nadu,1,1,"ux, android, html, spring Backend Development project_impact:0.39938137958841874"
S00376,"finance, machine learning, aws, react, business analysis",Product,19,0,0,0.20337724718127834,1,https://github.com/user_376,Punjab,1,0,"finance, machine learning, aws, react, business analysis Product project_impact:0.20337724718127834"
S00377,"html, gcp, finance",DevOps,31,0,1,0.21724224346188573,1,https://github.com/user_377,Kerala,0,1,"html, gcp, finance DevOps project_impact:0.21724224346188573"
S00378,"sql, business analysis, java, aws",Frontend Design,31,0,0,0.18820975592009623,1,https://github.com/user_378,Uttar Pradesh,0,0,"sql, business analysis, java, aws Frontend Design project_impact:0.18820975592009623"
S00379,"figma, python, flask",Frontend Design,30,0,1,0.2663128846914443,1,,Punjab,1,1,"figma, python, flask Frontend Design project_impact:0.2663128846914443"
S00380,"finance, fastapi, spring, tableau, business analysis",Backend Development,27,0,0,0.40995123413746654,1,,Telangana,0,0,"finance, fastapi, spring, tableau, business analysis Backend Development project_impact:0.40995123413746654"
S00381,"deep learning, marketing, spring, react",Backend Development,24,0,0,0.5122759223788081,0,https://github.com/user_381,Karnataka,1,0,"deep learning, marketing, spring, react Backend Development project_impact:0.5122759223788081"
S00382,"sql, spring, deep learning",Mobile,18,0,0,0.0543167752061269,1,,Kerala,0,0,"sql, spring, deep learning Mobile project_impact:0.0543167752061269"
S00383,"python, computer vision, sql, c++, marketing",Product,19,0,0,0.3163044238298419,1,,Maharashtra,0,0,"python, computer vision, sql, c++, marketing Product project_impact:0.3163044238298419"
S00384,"nodejs, fastapi, nlp",DevOps,31,0,0,0.35681136270350994,1,https://github.com/user_384,Punjab,0,0,"nodejs, fastapi, nlp DevOps project_impact:0.35681136270350994"
S00385,"css, matlab, fastapi, java",Backend Development,28,0,1,0.27052113511230025,0,https://github.com/user_385,Tamil Nadu,0,0,"css, matlab, fastapi, java Backend Development project_impact:0.27052113511230025"
S00386,"html, graphql, c++, android",Product,18,0,0,0.322161852243826,1,,Telangana,0,0,"html, graphql, c++, android Product project_impact:0.322161852243826"
S00387,"docker, graphql, excel",DevOps,24,0,0,0.38217028907604156,1,,Kerala,0,1,"docker, graphql, excel DevOps project_impact:0.38217028907604156"
S00388,"powerbi, graphql, docker, css",Mobile,27,0,1,0.30562624223529417,0,,Rajasthan,0,0,"powerbi, graphql, docker, css Mobile project_impact:0.30562624223529417"
S00389,"excel, ios",Frontend Design,30,0,0,0.3347056855019171,1,https://github.com/user_389,Tamil Nadu,0,0,"excel, ios Frontend Design project_impact:0.3347056855019171"
S00390,"sales, flask, aws, ios, r",Data Science,21,0,0,0.07179020926276604,1,https://github.com/user_390,Karnataka,0,0,"sales, flask, aws, ios, r Data Science project_impact:0.07179020926276604"
S00391,"machine learning, matlab, docker",Backend Development,26,0,0,0.5792564887896072,1,https://github.com/user_391,Karnataka,0,0,"machine learning, matlab, docker Backend Development project_impact:0.5792564887896072"
S00392,"ux, excel, kubernetes, business analysis",DevOps,19,1,0,0.5245537374295988,1,https://github.com/user_392,Gujarat,0,1,"ux, excel, kubernetes, business analysis DevOps project_impact:0.5245537374295988"
S00393,"html, business analysis, sales",DevOps,28,0,0,0.509068042559887,1,,West Bengal,0,1,"html, business analysis, sales DevOps project_impact:0.509068042559887"
S00394,"css, r, excel",Backend Development,18,0,1,0.2551585504385397,0,,Kerala,0,1,"css, r, excel Backend Development project_impact:0.2551585504385397"
S00395,"ux, sales, css, kubernetes",Backend Development,24,0,1,0.24323614491500223,1,https://github.com/user_395,Punjab,0,0,"ux, sales, css, kubernetes Backend Development project_impact:0.24323614491500223"
S00396,"sales, computer vision",DevOps,28,0,0,0.3214685937560503,1,,Karnataka,0,1,"sales, computer vision DevOps project_impact:0.3214685937560503"
S00397,"css, java",Backend Development,26,0,1,0.10683769005664942,1,https://github.com/user_397,Gujarat,0,1,"css, java Backend Development project_impact:0.10683769005664942"
S00398,"nlp, excel, react, ux",Mobile,18,0,0,0.23916179862154827,1,https://github.com/user_398,Punjab,0,1,"nlp, excel, react, ux Mobile project_impact:0.23916179862154827"
S00399,"excel, sales, nlp",Product,19,0,0,0.12122177007315099,1,,Tamil Nadu,0,0,"excel, sales, nlp Product project_impact:0.12122177007315099"
S00400,"nodejs, android",Marketing,27,0,0,0.604341166576024,1,https://github.com/user_400,Uttar Pradesh,0,0,"nodejs, android Marketing project_impact:0.604341166576024"
S00401,"tableau, spring, c++, sales, nlp",Mobile,20,0,0,0.1523805372184568,1,,Gujarat,1,1,"tableau, spring, c++, sales, nlp Mobile project_impact:0.1523805372184568"
S00402,"python, gcp, docker, machine learning",Marketing,24,1,0,0.5493928313329278,1,,Punjab,0,1,"python, gcp, docker, machine learning Marketing project_impact:0.5493928313329278"
S00403,"deep learning, marketing, business analysis, nodejs, sql",Finance,25,0,0,0.27703820809511104,1,,Karnataka,0,0,"deep learning, marketing, business analysis, nodejs, sql Finance project_impact:0.27703820809511104"
S00404,"spring, nodejs",Finance,26,0,0,0.7083312372385187,1,https://github.com/user_404,Tamil Nadu,0,1,"spring, nodejs Finance project_impact:0.7083312372385187"
S00405,"python, react, computer vision, excel",Marketing,19,1,0,0.2623771894110188,1,https://github.com/user_405,Punjab,0,0,"python, react, computer vision, excel Marketing project_impact:0.2623771894110188"
S00406,"excel, r, sql, gcp",Finance,22,0,0,0.5602180707128949,1,https://github.com/user_406,Maharashtra,0,0,"excel, r, sql, gcp Finance project_impact:0.5602180707128949"
S00407,"ux, sales, spring, java, figma",DevOps,30,1,1,0.4409785537705462,0,https://github.com/user_407,Gujarat,1,0,"ux, sales, spring, java, figma DevOps project_impact:0.4409785537705462"
S00408,"flask, nodejs, android",Marketing,27,0,0,0.14350622580916464,0,,Telangana,0,1,"flask, nodejs, android Marketing project_impact:0.14350622580916464"
S00409,"kubernetes, nlp, ios",Frontend Design,23,1,0,0.24778556747175068,0,https://github.com/user_409,Maharashtra,0,1,"kubernetes, nlp, ios Frontend Design project_impact:0.24778556747175068"
S00410,"css, graphql, docker, nlp",Backend Development,20,0,0,0.2530865754758944,0,https://github.com/user_410,Maharashtra,0,0,"css, graphql, docker, nlp Backend Development project_impact:0.2530865754758944"
S00411,"ux, html, r, deep learning, nlp",Mobile,22,0,0,0.6875976049767889,1,https://github.com/user_411,West Bengal,0,1,"ux, html, r, deep learning, nlp Mobile project_impact:0.6875976049767889"
S00412,"figma, kubernetes, css",Finance,25,0,0,0.3004195190343892,1,,Telangana,0,1,"figma, kubernetes, css Finance project_impact:0.3004195190343892"
S00413,"finance, sales",Mobile,22,0,0,0.4616010073349224,1,https://github.com/user_413,Uttar Pradesh,1,1,"finance, sales Mobile project_impact:0.4616010073349224"
S00414,"figma, fastapi",Marketing,31,1,0,0.3695286133955767,1,https://github.com/user_414,Punjab,0,0,"figma, fastapi Marketing project_impact:0.3695286133955767"
S00415,"html, r, flask, sql",Finance,18,0,0,0.2994598422682624,0,,Punjab,0,1,"html, r, flask, sql Finance project_impact:0.2994598422682624"
S00416,"java, sql, figma, gcp",DevOps,31,0,0,0.2940816931727996,0,,Gujarat,0,1,"java, sql, figma, gcp DevOps project_impact:0.2940816931727996"
S00417,"nodejs, powerbi, gcp, aws, sql",DevOps,30,0,1,0.35598026779762093,0,,Rajasthan,0,0,"nodejs, powerbi, gcp, aws, sql DevOps project_impact:0.35598026779762093"
S00418,"nodejs, tableau, nlp",Backend Development,30,0,0,0.4832814843925031,1,https://github.com/user_418,Uttar Pradesh,0,0,"nodejs, tableau, nlp Backend Development project_impact:0.4832814843925031"
S00419,"figma, excel, graphql, python",Backend Development,23,0,1,0.22282107271679408,1,https://github.com/user_419,Gujarat,0,1,"figma, excel, graphql, python Backend Development project_impact:0.22282107271679408"
S00420,"excel, ios, computer vision",Marketing,28,0,0,0.3000486645454801,1,,Tamil Nadu,0,0,"excel, ios, computer vision Marketing project_impact:0.3000486645454801"
S00421,"excel, java, computer vision",Mobile,24,0,0,0.14970550589928633,1,https://github.com/user_421,Rajasthan,0,1,"excel, java, computer vision Mobile project_impact:0.14970550589928633"
S00422,"computer vision, c++",Backend Development,22,0,1,0.4757773750947182,1,,Maharashtra,0,0,"computer vision, c++ Backend Development project_impact:0.4757773750947182"
S00423,"docker, machine learning",Marketing,30,0,0,0.3765303141454802,1,,Maharashtra,1,1,"docker, machine learning Marketing project_impact:0.3765303141454802"
S00424,"sales, marketing, figma, business analysis, html",Mobile,19,0,0,0.6665802260447519,1,,Telangana,0,1,"sales, marketing, figma, business analysis, html Mobile project_impact:0.6665802260447519"
S00425,"html, ux, figma, fastapi, nodejs",Product,24,0,1,0.340962655391381,1,https://github.com/user_425,Telangana,0,1,"html, ux, figma, fastapi, nodejs Product project_impact:0.340962655391381"
S00426,"marketing, react",Finance,31,0,0,0.2857372250499342,1,https://github.com/user_426,Tamil Nadu,0,0,"marketing, react Finance project_impact:0.2857372250499342"
S00427,"flask, tableau, deep learning, css, python",Product,21,0,0,0.3928717082136334,1,,Kerala,1,0,"flask, tableau, deep learning, css, python Product project_impact:0.3928717082136334"
S00428,"python, gcp, deep learning, computer vision",Data Science,24,0,1,0.13945481513511154,1,https://github.com/user_428,Rajasthan,1,0,"python, gcp, deep learning, computer vision Data Science project_impact:0.13945481513511154"
S00429,"ios, c++, graphql, sql",DevOps,25,1,0,0.07969723841811406,0,,Uttar Pradesh,0,1,"ios, c++, graphql, sql DevOps project_impact:0.07969723841811406"
S00430,"gcp, computer vision",Mobile,18,1,0,0.173240817335124,0,https://github.com/user_430,Punjab,0,0,"gcp, computer vision Mobile project_impact:0.173240817335124"
S00431,"marketing, python, aws, figma",Marketing,30,0,0,0.24150941332665904,0,https://github.com/user_431,Karnataka,0,1,"marketing, python, aws, figma Marketing project_impact:0.24150941332665904"
S00432,"marketing, business analysis, fastapi",Frontend Design,30,0,1,0.27712759585940533,1,https://github.com/user_432,Kerala,0,0,"marketing, business analysis, fastapi Frontend Design project_impact:0.27712759585940533"
S00433,"business analysis, figma",Product,27,0,0,0.36744991396860044,1,,Kerala,1,1,"business analysis, figma Product project_impact:0.36744991396860044"
S00434,"excel, computer vision, sales, react",Product,27,0,0,0.2194784199571885,1,,West Bengal,0,1,"excel, computer vision, sales, react Product project_impact:0.2194784199571885"
S00435,"nodejs, spring, fastapi, react, c++",Product,22,0,1,0.5228809027796795,1,,Telangana,0,0,"nodejs, spring, fastapi, react, c++ Product project_impact:0.5228809027796795"
S00436,"graphql, java, python, matlab",Product,30,0,0,0.08962222933695521,1,https://github.com/user_436,Maharashtra,0,0,"graphql, java, python, matlab Product project_impact:0.08962222933695521"
S00437,"sales, sql, nlp, figma",Product,30,0,0,0.421091687262215,1,,Tamil Nadu,0,0,"sales, sql, nlp, figma Product project_impact:0.421091687262215"
S00438,"nlp, matlab, computer vision, sales, figma",Product,20,1,0,0.7081176377567143,1,https://github.com/user_438,Maharashtra,0,0,"nlp, matlab, computer vision, sales, figma Product project_impact:0.7081176377567143"
S00439,"marketing, business analysis, docker, fastapi, powerbi",Frontend Design,23,0,1,0.40670726447330297,0,,West Bengal,0,0,"marketing, business analysis, docker, fastapi, powerbi Frontend Design project_impact:0.40670726447330297"
S00440,"java, html, excel",DevOps,23,0,0,0.736693416872416,0,https://github.com/user_440,Punjab,1,1,"java, html, excel DevOps project_impact:0.736693416872416"
S00441,"sales, nodejs, fastapi, android",Backend Development,20,1,1,0.3686580092036614,0,https://github.com/user_441,Kerala,0,0,"sales, nodejs, fastapi, android Backend Development project_impact:0.3686580092036614"
S00442,"css, tableau",Finance,22,0,0,0.32309575937327095,1,https://github.com/user_442,Karnataka,0,1,"css, tableau Finance project_impact:0.32309575937327095"
S00443,"powerbi, business analysis, spring, graphql",DevOps,24,0,0,0.30447194212265705,1,,Uttar Pradesh,0,1,"powerbi, business analysis, spring, graphql DevOps project_impact:0.30447194212265705"
S00444,"c++, sales, python, html",Data Science,25,0,0,0.3266226955189148,1,https://github.com/user_444,Maharashtra,0,0,"c++, sales, python, html Data Science project_impact:0.3266226955189148"
S00445,"graphql, ios, react",DevOps,23,0,1,0.07356460523507759,1,https://github.com/user_445,Telangana,0,0,"graphql, ios, react DevOps project_impact:0.07356460523507759"
S00446,"nlp, finance, docker, r",Backend Development,19,0,0,0.02927417556612766,0,https://github.com/user_446,West Bengal,0,0,"nlp, finance, docker, r Backend Development project_impact:0.02927417556612766"
S00447,"nodejs, matlab, fastapi, aws",Product,21,0,0,0.09718743828745363,1,,Karnataka,0,1,"nodejs, matlab, fastapi, aws Product project_impact:0.09718743828745363"
S00448,"sales, deep learning, finance",Marketing,31,0,0,0.571312851673874,1,,Telangana,0,1,"sales, deep learning, finance Marketing project_impact:0.571312851673874"
S00449,"css, excel",Frontend Design,21,0,0,0.41425134547209475,1,,Maharashtra,0,1,"css, excel Frontend Design project_impact:0.41425134547209475"
S00450,"java, graphql, ios",Product,31,0,0,0.3364873215183196,1,,Uttar Pradesh,0,1,"java, graphql, ios Product project_impact:0.3364873215183196"
S00451,"python, nodejs, matlab",Product,29,1,0,0.37270945938488187,0,https://github.com/user_451,Maharashtra,0,1,"python, nodejs, matlab Product project_impact:0.37270945938488187"
S00452,"react, matlab, deep learning, powerbi, sales",Data Science,24,0,1,0.353496977092559,1,https://github.com/user_452,Rajasthan,1,0,"react, matlab, deep learning, powerbi, sales Data Science project_impact:0.353496977092559"
S00453,"spring, css, flask",Backend Development,25,0,0,0.33448969420642954,0,,Uttar Pradesh,0,1,"spring, css, flask Backend Development project_impact:0.33448969420642954"
S00454,"android, docker",Mobile,21,0,0,0.13879826522333147,1,https://github.com/user_454,Maharashtra,0,0,"android, docker Mobile project_impact:0.13879826522333147"
S00455,"aws, powerbi, business analysis, machine learning, c++",Finance,19,0,1,0.22579463989848364,0,,Tamil Nadu,0,1,"aws, powerbi, business analysis, machine learning, c++ Finance project_impact:0.22579463989848364"
S00456,"nlp, r, matlab, machine learning, sales",Product,29,0,0,0.5480385969245453,0,https://github.com/user_456,Uttar Pradesh,0,1,"nlp, r, matlab, machine learning, sales Product project_impact:0.5480385969245453"
S00457,"tableau, machine learning",Data Science,30,0,0,0.33112128116177225,1,,Karnataka,0,0,"tableau, machine learning Data Science project_impact:0.33112128116177225"
S00458,"react, gcp, kubernetes",Product,22,0,0,0.28051316814256927,1,,Kerala,0,1,"react, gcp, kubernetes Product project_impact:0.28051316814256927"
S00459,"flask, react, sales",Mobile,24,1,0,0.5928947490704632,1,https://github.com/user_459,West Bengal,0,0,"flask, react, sales Mobile project_impact:0.5928947490704632"
S00460,"docker, kubernetes, r, graphql",Frontend Design,27,0,1,0.26250412286441205,1,,Punjab,0,1,"docker, kubernetes, r, graphql Frontend Design project_impact:0.26250412286441205"
S00461,"gcp, kubernetes, finance, excel, ux",Finance,22,0,1,0.569774952437572,1,https://github.com/user_461,Gujarat,0,0,"gcp, kubernetes, finance, excel, ux Finance project_impact:0.569774952437572"
S00462,"python, sql",Frontend Design,19,1,0,0.5419736937135251,0,https://github.com/user_462,Maharashtra,0,1,"python, sql Frontend Design project_impact:0.5419736937135251"
S00463,"figma, powerbi, spring, matlab, java",Marketing,18,0,1,0.2391804342611392,1,https://github.com/user_463,Kerala,0,1,"figma, powerbi, spring, matlab, java Marketing project_impact:0.2391804342611392"
S00464,"figma, nlp, sql, machine learning",Marketing,25,0,0,0.07853888825252102,0,https://github.com/user_464,West Bengal,1,1,"figma, nlp, sql, machine learning Marketing project_impact:0.07853888825252102"
S00465,"finance, graphql, tableau, gcp",Product,27,0,0,0.4384919444283366,0,https://github.com/user_465,West Bengal,1,1,"finance, graphql, tableau, gcp Product project_impact:0.4384919444283366"
S00466,"graphql, computer vision, deep learning, aws, python",Marketing,31,0,0,0.548364317324854,1,https://github.com/user_466,West Bengal,1,0,"graphql, computer vision, deep learning, aws, python Marketing project_impact:0.548364317324854"
S00467,"powerbi, nodejs, sales, java",Backend Development,18,0,0,0.2698319651678434,0,https://github.com/user_467,West Bengal,0,1,"powerbi, nodejs, sales, java Backend Development project_impact:0.2698319651678434"
S00468,"css, excel, matlab, react, finance",Backend Development,19,1,1,0.2564679705450658,1,,Uttar Pradesh,0,1,"css, excel, matlab, react, finance Backend Development project_impact:0.2564679705450658"
S00469,"docker, tableau, business analysis, html",Finance,21,0,0,0.3130661330254243,1,https://github.com/user_469,Telangana,0,0,"docker, tableau, business analysis, html Finance project_impact:0.3130661330254243"
S00470,"deep learning, spring, docker",Backend Development,29,0,0,0.211438875097704,0,https://github.com/user_470,Tamil Nadu,0,1,"deep learning, spring, docker Backend Development project_impact:0.211438875097704"
S00471,"graphql, css, nlp",Backend Development,24,0,1,0.16500620976975727,1,,Karnataka,1,1,"graphql, css, nlp Backend Development project_impact:0.16500620976975727"
S00472,"matlab, docker",Finance,28,0,0,0.7046291889848868,1,,West Bengal,0,0,"matlab, docker Finance project_impact:0.7046291889848868"
S00473,"java, c++, fastapi, figma, tableau",Backend Development,26,0,0,0.5170466625486176,1,,Punjab,1,1,"java, c++, fastapi, figma, tableau Backend Development project_impact:0.5170466625486176"
S00474,"aws, android, fastapi, html, sales",Marketing,22,0,0,0.32576642799090116,1,,Kerala,0,1,"aws, android, fastapi, html, sales Marketing project_impact:0.32576642799090116"
S00475,"kubernetes, nodejs, computer vision, r",Mobile,26,1,0,0.0648777103348096,1,,Kerala,0,1,"kubernetes, nodejs, computer vision, r Mobile project_impact:0.0648777103348096"
S00476,"excel, matlab, kubernetes",Marketing,25,1,0,0.43812129212619666,1,https://github.com/user_476,Karnataka,1,1,"excel, matlab, kubernetes Marketing project_impact:0.43812129212619666"
S00477,"fastapi, marketing, business analysis, r, excel",Product,22,0,1,0.5445879752143116,1,https://github.com/user_477,Punjab,0,1,"fastapi, marketing, business analysis, r, excel Product project_impact:0.5445879752143116"
S00478,"spring, java, r, powerbi",Mobile,31,0,1,0.09326503259834505,1,https://github.com/user_478,Gujarat,1,0,"spring, java, r, powerbi Mobile project_impact:0.09326503259834505"
S00479,"marketing, machine learning, flask, excel",DevOps,20,0,0,0.07538322420084959,0,,Karnataka,0,0,"marketing, machine learning, flask, excel DevOps project_impact:0.07538322420084959"
S00480,"ios, docker, computer vision",Backend Development,20,0,0,0.11342412976944469,1,,West Bengal,0,1,"ios, docker, computer vision Backend Development project_impact:0.11342412976944469"
S00481,"aws, sales, ux, graphql, css",Product,18,0,0,0.6325833011160693,1,,Telangana,0,1,"aws, sales, ux, graphql, css Product project_impact:0.6325833011160693"
